time,scene,character,activeBody,activeFace,headGroup_rx,headGroup_ry,headGroup_rz,rightShoulder_rx,rightShoulder_ry,rightShoulder_rz,rightElbow_rx,rightElbow_ry,rightElbow_rz,rightWrist_rx,rightWrist_ry,rightWrist_rz,leftShoulder_rx,leftShoulder_ry,leftShoulder_rz,leftElbow_rx,leftElbow_ry,leftElbow_rz,leftWrist_rx,leftWrist_ry,leftWrist_rz,rightHip_rx,rightHip_ry,rightHip_rz,rightKnee_rx,rightKnee_ry,rightKnee_rz,rightAnkle_rx,rightAnkle_ry,rightAnkle_rz,leftHip_rx,leftHip_ry,leftHip_rz,leftKnee_rx,leftKnee_ry,leftKnee_rz,leftAnkle_rx,leftAnkle_ry,leftAnkle_rz,mesh_x,mesh_y,mesh_z,mesh_rx,mesh_ry,mesh_rz
5.400,"BrightSpaceStationScene","Zorak","BroadcastChestExpansion","",-0.089,0.000,0.000,-0.151,0.056,-0.257,0.000,0.000,0.000,0.000,0.000,0.031,-0.151,-0.056,0.257,0.000,0.000,0.000,0.000,0.000,-0.031,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.177,0.000,0.020,0.129,0.000,0.000,-0.080,0.000,0.000,-0.730,0.137,0.026,-0.027,0.000,0.010
5.400,"BrightSpaceStationScene","Klaw","BroadcastChestExpansion","",-0.089,0.000,0.000,-0.151,0.056,-0.257,0.000,0.000,0.000,0.000,0.000,0.031,-0.151,-0.056,0.257,0.000,0.000,0.000,0.000,0.000,-0.031,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.177,0.000,0.020,0.129,0.000,0.000,-0.080,0.000,0.000,0.710,0.137,0.026,-0.027,0.000,0.010
5.500,"BrightSpaceStationScene","Zorak","BroadcastChestExpansion","",-0.082,0.000,0.000,-0.158,0.051,-0.385,0.000,0.000,0.000,0.000,0.000,0.038,-0.158,-0.051,0.385,0.000,0.000,0.000,0.000,0.000,-0.038,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.168,0.000,0.019,0.122,0.000,0.000,-0.076,0.000,0.000,-0.729,0.136,0.024,-0.025,0.000,0.009
5.500,"BrightSpaceStationScene","Klaw","BroadcastChestExpansion","",-0.082,0.000,0.000,-0.158,0.051,-0.385,0.000,0.000,0.000,0.000,0.000,0.038,-0.158,-0.051,0.385,0.000,0.000,0.000,0.000,0.000,-0.038,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.168,0.000,0.019,0.122,0.000,0.000,-0.076,0.000,0.000,0.711,0.136,0.024,-0.025,0.000,0.009
5.600,"BrightSpaceStationScene","Zorak","BroadcastChestExpansion","",-0.080,0.000,0.000,-0.160,0.050,-0.513,0.000,0.000,0.000,0.000,0.000,0.040,-0.160,-0.050,0.513,0.000,0.000,0.000,0.000,0.000,-0.040,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.165,0.000,0.019,0.120,0.000,0.000,-0.075,0.000,0.000,-0.729,0.136,0.024,-0.025,0.000,0.009
5.600,"BrightSpaceStationScene","Klaw","BroadcastChestExpansion","",-0.080,0.000,0.000,-0.160,0.050,-0.513,0.000,0.000,0.000,0.000,0.000,0.040,-0.160,-0.050,0.513,0.000,0.000,0.000,0.000,0.000,-0.040,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.165,0.000,0.019,0.120,0.000,0.000,-0.075,0.000,0.000,0.711,0.136,0.024,-0.025,0.000,0.009
5.700,"BrightSpaceStationScene","Zorak","BroadcastChestExpansion","",-0.076,0.000,0.000,-0.152,0.048,-0.641,0.000,0.000,0.000,0.000,0.000,0.038,-0.152,-0.048,0.641,0.000,0.000,0.000,0.000,0.000,-0.038,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.157,0.000,0.018,0.114,0.000,0.000,-0.071,0.000,0.000,-0.729,0.136,0.023,-0.024,0.000,0.009
5.700,"BrightSpaceStationScene","Klaw","BroadcastChestExpansion","",-0.076,0.000,0.000,-0.152,0.048,-0.641,0.000,0.000,0.000,0.000,0.000,0.038,-0.152,-0.048,0.641,0.000,0.000,0.000,0.000,0.000,-0.038,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.157,0.000,0.018,0.114,0.000,0.000,-0.071,0.000,0.000,0.711,0.136,0.023,-0.024,0.000,0.009
5.800,"BrightSpaceStationScene","Zorak","BroadcastChestExpansion","",-0.066,0.000,0.000,-0.132,0.041,-0.769,0.000,0.000,0.000,0.000,0.000,0.033,-0.132,-0.041,0.769,0.000,0.000,0.000,0.000,0.000,-0.033,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.136,0.000,0.015,0.099,0.000,0.000,-0.062,0.000,0.000,-0.727,0.135,0.020,-0.021,0.000,0.007
5.800,"BrightSpaceStationScene","Klaw","BroadcastChestExpansion","",-0.066,0.000,0.000,-0.132,0.041,-0.769,0.000,0.000,0.000,0.000,0.000,0.033,-0.132,-0.041,0.769,0.000,0.000,0.000,0.000,0.000,-0.033,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.136,0.000,0.015,0.099,0.000,0.000,-0.062,0.000,0.000,0.713,0.135,0.020,-0.021,0.000,0.007
5.900,"BrightSpaceStationScene","Zorak","BroadcastChestExpansion","",-0.049,0.000,0.000,-0.098,0.031,-0.837,0.000,0.000,0.000,0.000,0.000,0.025,-0.098,-0.031,0.837,0.000,0.000,0.000,0.000,0.000,-0.025,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.102,0.000,0.012,0.074,0.000,0.000,-0.046,0.000,0.000,-0.726,0.134,0.015,-0.015,0.000,0.006
5.900,"BrightSpaceStationScene","Klaw","BroadcastChestExpansion","",-0.049,0.000,0.000,-0.098,0.031,-0.837,0.000,0.000,0.000,0.000,0.000,0.025,-0.098,-0.031,0.837,0.000,0.000,0.000,0.000,0.000,-0.025,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.102,0.000,0.012,0.074,0.000,0.000,-0.046,0.000,0.000,0.714,0.134,0.015,-0.015,0.000,0.006
6.000,"BrightSpaceStationScene","Zorak","BroadcastChestExpansion","",-0.028,0.000,0.000,-0.057,0.018,-0.709,0.000,0.000,0.000,0.000,0.000,0.014,-0.057,-0.018,0.709,0.000,0.000,0.000,0.000,0.000,-0.014,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.059,0.000,0.007,0.043,0.000,0.000,-0.027,0.000,0.000,-0.723,0.132,0.009,-0.009,0.000,0.003
6.000,"BrightSpaceStationScene","Klaw","BroadcastChestExpansion","",-0.028,0.000,0.000,-0.057,0.018,-0.709,0.000,0.000,0.000,0.000,0.000,0.014,-0.057,-0.018,0.709,0.000,0.000,0.000,0.000,0.000,-0.014,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.059,0.000,0.007,0.043,0.000,0.000,-0.027,0.000,0.000,0.717,0.132,0.009,-0.009,0.000,0.003
6.100,"BrightSpaceStationScene","Zorak","BroadcastChestExpansion","",-0.013,0.000,0.000,-0.025,0.008,-0.581,0.000,0.000,0.000,0.000,0.000,0.006,-0.025,-0.008,0.581,0.000,0.000,0.000,0.000,0.000,-0.006,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.026,0.000,0.003,0.019,0.000,0.000,-0.012,0.000,0.000,-0.721,0.131,0.004,-0.004,0.000,0.001
6.100,"BrightSpaceStationScene","Klaw","BroadcastChestExpansion","",-0.013,0.000,0.000,-0.025,0.008,-0.581,0.000,0.000,0.000,0.000,0.000,0.006,-0.025,-0.008,0.581,0.000,0.000,0.000,0.000,0.000,-0.006,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.026,0.000,0.003,0.019,0.000,0.000,-0.012,0.000,0.000,0.719,0.131,0.004,-0.004,0.000,0.001
6.200,"BrightSpaceStationScene","Zorak","BroadcastChestExpansion","",-0.003,0.000,0.000,-0.006,0.002,-0.453,0.000,0.000,0.000,0.000,0.000,0.002,-0.006,-0.002,0.453,0.000,0.000,0.000,0.000,0.000,-0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.007,0.000,0.001,0.005,0.000,0.000,-0.003,0.000,0.000,-0.720,0.130,0.001,-0.001,0.000,0.000
6.200,"BrightSpaceStationScene","Klaw","BroadcastChestExpansion","",-0.003,0.000,0.000,-0.006,0.002,-0.453,0.000,0.000,0.000,0.000,0.000,0.002,-0.006,-0.002,0.453,0.000,0.000,0.000,0.000,0.000,-0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.007,0.000,0.001,0.005,0.000,0.000,-0.003,0.000,0.000,0.720,0.130,0.001,-0.001,0.000,0.000
6.300,"BrightSpaceStationScene","Zorak","BroadcastChestExpansion","",0.000,0.000,0.000,0.000,0.000,-0.325,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.325,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.720,0.130,0.000,0.000,0.000,0.000
6.300,"BrightSpaceStationScene","Klaw","BroadcastChestExpansion","",0.000,0.000,0.000,0.000,0.000,-0.325,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.325,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.720,0.130,0.000,0.000,0.000,0.000
6.400,"BrightSpaceStationScene","Zorak","BroadcastChestExpansion","",0.000,0.000,0.000,-0.139,0.000,-0.197,0.000,0.000,0.000,0.000,0.000,0.000,-0.139,0.000,0.197,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.720,0.130,0.000,0.000,0.000,0.000
6.400,"BrightSpaceStationScene","Klaw","BroadcastChestExpansion","",0.000,0.000,0.000,-0.139,0.000,-0.197,0.000,0.000,0.000,0.000,0.000,0.000,-0.139,0.000,0.197,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.720,0.130,0.000,0.000,0.000,0.000
6.500,"BrightSpaceStationScene","Zorak","BroadcastChestExpansion","",0.000,0.000,0.000,-0.331,0.000,-0.069,0.000,0.000,0.000,0.000,0.000,0.000,-0.331,0.000,0.069,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.720,0.130,0.000,0.000,0.000,0.000
6.500,"BrightSpaceStationScene","Klaw","BroadcastChestExpansion","",0.000,0.000,0.000,-0.331,0.000,-0.069,0.000,0.000,0.000,0.000,0.000,0.000,-0.331,0.000,0.069,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.720,0.130,0.000,0.000,0.000,0.000
